ticker,last_close,ret_6m,realized_vol20,atr15,above_ema10,above_sma200,sma50_gt_sma200,macd,macd_signal,macd_hist,weekly_macd_hist,breakout_89d,breakout_recent,exit_13d,raw_score,selected,entry_label,model_target_alloc_pct,current_alloc_pct,target_alloc_pct,delta_pct_points,action,rationale
HEFA,43.099998474121094,0.11262736456823763,0.19489184233743603,0.72066650390625,True,True,True,-0.24965024847794837,-0.4040898843536968,0.15443963587574844,-0.3871543988386681,False,False,False,10.495259740500336,False,DO NOT BUY,0.0,0.0,0.0,0.0,HOLD,Not selected: outranked by stronger candidates.
EWP,54.86000061035156,0.12050945039934047,0.2671296505860321,1.2386662801106771,True,True,True,-0.2886808359669075,-0.5919520519406855,0.30327121597377793,-0.7847103944218574,False,False,False,10.445033267693518,False,DO NOT BUY,0.0,0.0,0.0,0.0,HOLD,Not selected: outranked by stronger candidates.
EWU,46.22999954223633,0.10877435450208095,0.22420867003517403,0.8866671244303386,True,True,True,-0.29653231175584693,-0.4513243743225126,0.15479206256666567,-0.36832537008874544,False,False,False,10.41079705239542,False,DO NOT BUY,0.0,0.0,0.0,0.0,HOLD,Not selected: outranked by stronger candidates.
EWH,23.15999984741211,0.10307314061584183,0.21434593886482958,0.44399998982747396,True,True,True,-0.0869199267441303,-0.14637524993549006,0.059455323191359766,-0.1558840755897548,False,False,False,10.375627490980907,False,DO NOT BUY,0.0,0.0,0.0,0.0,HOLD,Not selected: outranked by stronger candidates.
BBJP,69.5999984741211,0.10785917699421343,0.2929637606869778,1.6666651407877604,True,True,True,-0.7079994615463931,-0.9708486151388812,0.26284915359248806,-0.7773710311331103,False,False,False,10.286506109073597,False,DO NOT BUY,0.0,0.0,0.0,0.0,HOLD,Not selected: outranked by stronger candidates.
QYLD,17.290000915527344,0.07713310304435606,0.1713544400946585,0.2414711848061946,True,True,True,-0.06929658796825677,-0.06746924925809086,-0.00182733871016591,-0.10275637642701618,False,True,False,10.212432621894042,False,DO NOT BUY,0.0,0.0,0.0,0.0,HOLD,Not selected: outranked by stronger candidates.
FNDC,46.709999084472656,0.08337775613435006,0.2284383745198351,0.929332987467448,True,True,True,-0.477136082574944,-0.627997840067352,0.15086175749240804,-0.4527673414022788,False,False,False,10.172888401902455,False,DO NOT BUY,0.0,0.0,0.0,0.0,HOLD,Not selected: outranked by stronger candidates.
PAVE,51.29999923706055,0.08477043910578619,0.2674836785257685,1.2666002909342449,True,True,True,-0.5492901607369518,-0.7055001851946763,0.15621002445772447,-0.4747972198537014,False,False,False,10.119682502699531,False,DO NOT BUY,0.0,0.0,0.0,0.0,HOLD,Not selected: outranked by stronger candidates.
EZA,68.01000213623047,0.10781516618923237,0.4529566640868173,2.4253331502278646,True,True,True,-1.7950843957078746,-2.289523050172949,0.4944386544650743,-1.6886248864392241,False,False,False,10.016232925124744,False,DO NOT BUY,0.0,0.0,0.0,0.0,HOLD,Not selected: outranked by stronger candidates.
EWL,58.95000076293945,0.05380769056353385,0.21737711431221912,1.1079999287923177,True,True,True,-0.8893387299196007,-1.1261424409673744,0.23680371104777365,-0.7527004677265439,False,False,False,9.922848784023488,False,DO NOT BUY,0.0,0.0,0.0,0.0,HOLD,Not selected: outranked by stronger candidates.
XLV,146.80999755859375,0.03186219072442187,0.15689975559364866,2.142940231602565,True,True,True,-2.199409731995928,-2.4481262064888805,0.24871647449295242,-1.9749002855270406,False,False,False,9.825446365959852,False,DO NOT BUY,0.0,0.0,0.0,0.0,HOLD,Not selected: outranked by stronger candidates.
SCZ,78.98999786376953,0.047238412596910084,0.24348199549726238,1.6613321940104167,True,True,True,-1.0273612143001287,-1.2779671107713233,0.2506058964711946,-0.931080936202838,False,False,False,9.819121742141284,False,DO NOT BUY,0.0,0.0,0.0,0.0,HOLD,Not selected: outranked by stronger candidates.
VHT,273.07000732421875,0.03369613372957758,0.17055523346578197,4.008506556038484,True,True,True,-3.823937646718605,-4.41197585749987,0.5880382107812654,-3.850377118657099,False,False,False,9.819077232941773,False,DO NOT BUY,0.0,0.0,0.0,0.0,HOLD,Not selected: outranked by stronger candidates.
EWA,28.100000381469727,0.05268162241019292,0.2821757159313576,0.6400002797444662,True,True,True,-0.26313805648972277,-0.2601800727724408,-0.0029579837172819534,-0.06145079076981208,False,True,False,9.803315254891007,False,DO NOT BUY,0.0,0.0,0.0,0.0,HOLD,Not selected: outranked by stronger candidates.
